dep_code,code_postal,dep_nom,nom_standard
01,1400,Ain,L'Abergement-Clémenciat
01,1640,Ain,L'Abergement-de-Varey
01,1500,Ain,Ambérieu-en-Bugey
01,1330,Ain,Ambérieux-en-Dombes
01,1300,Ain,Ambléon
01,1500,Ain,Ambronay
01,1500,Ain,Ambutrix
01,1300,Ain,Andert-et-Condon
01,1350,Ain,Anglefort
01,1100,Ain,Apremont
01,1110,Ain,Aranc
01,1230,Ain,Arandas
01,1100,Ain,Arbent
01,1300,Ain,Arboys en Bugey
01,1190,Ain,Arbigny
01,1230,Ain,Argis
01,1510,Ain,Armix
01,1480,Ain,Ars-sur-Formans
01,1510,Ain,Artemare
01,1570,Ain,Asnières-sur-Saône
01,1340,Ain,Attignat
01,1380,Ain,Bâgé-Dommartin
01,1380,Ain,Bâgé-le-Châtel
01,1360,Ain,Balan
01,1990,Ain,Baneins
01,1270,Ain,Beaupont
01,1480,Ain,Beauregard
01,1100,Ain,Bellignat
01,1360,Ain,Béligneux
01,1200,Ain,Valserhône
01,1300,Ain,Belley
01,1130,Ain,Belleydoux
01,1260,Ain,Valromey-sur-Séran
01,1470,Ain,Bénonces
01,1370,Ain,Bény
01,1340,Ain,Béréziat
01,1500,Ain,Bettant
01,1290,Ain,Bey
01,1700,Ain,Beynost
01,1200,Ain,Billiat
01,1330,Ain,Birieux
01,1290,Ain,Biziat
01,1150,Ain,Blyes
01,1120,Ain,La Boisse
01,1380,Ain,Boissey
01,1450,Ain,Bolozon
01,1330,Ain,Bouligneux
01,1000,Ain,Bourg-en-Bresse
01,1800,Ain,Bourg-Saint-Christophe
01,1640,Ain,Boyeux-Saint-Jérôme
01,1190,Ain,Boz
01,1300,Ain,Brégnier-Cordon
01,1110,Ain,Brénod
01,1300,Ain,Brens
01,1360,Ain,Bressolles
01,1460,Ain,Brion
01,1470,Ain,Briord
01,1310,Ain,Buellas
01,1510,Ain,La Burbanche
01,1430,Ain,Ceignes
01,1450,Ain,Cerdon
01,1240,Ain,Certines
01,1170,Ain,Cessy
01,1250,Ain,Ceyzériat
01,1350,Ain,Ceyzérieu
01,1320,Ain,Chalamont
01,1480,Ain,Chaleins
01,1230,Ain,Chaley
01,1450,Ain,Challes-la-Montagne
01,1630,Ain,Challex
01,1260,Ain,Champagne-en-Valromey
01,1110,Ain,Champdor-Corcelles
01,1410,Ain,Champfromier
01,1420,Ain,Chanay
01,1990,Ain,Chaneins
01,1400,Ain,Chanoz-Châtenay
01,1240,Ain,La Chapelle-du-Châtelard
01,1130,Ain,Charix
01,1800,Ain,Charnoz-sur-Ain
01,1500,Ain,Château-Gaillard
01,1320,Ain,Châtenay
01,1320,Ain,Châtillon-la-Palud
01,1400,Ain,Châtillon-sur-Chalaronne
01,1190,Ain,Chavannes-sur-Reyssouze
01,1250,Ain,Nivigne et Suran
01,1660,Ain,Chaveyriat
01,1300,Ain,Chazey-Bons
01,1150,Ain,Chazey-sur-Ain
01,1510,Ain,Cheignieu-la-Balme
01,1430,Ain,Chevillard
01,1190,Ain,Chevroux
01,1170,Ain,Chevry
01,1410,Ain,Chézery-Forens
01,1390,Ain,Civrieux
01,1250,Ain,Cize
01,1230,Ain,Cleyzieu
01,1270,Ain,Coligny
01,1550,Ain,Collonges
01,1300,Ain,Colomieu
01,1230,Ain,Conand
01,1430,Ain,Condamine
01,1400,Ain,Condeissiat
01,1200,Ain,Confort
01,1310,Ain,Confrançon
01,1300,Ain,Contrevoz
01,1300,Ain,Conzieu
01,1420,Ain,Corbonod
01,1110,Ain,Corlier
01,1290,Ain,Cormoranche-sur-Saône
01,1560,Ain,Cormoz
01,1250,Ain,Corveissiat
01,1370,Ain,Courmangoux
01,1560,Ain,Courtes
01,1320,Ain,Crans
01,1340,Ain,Bresse Vallons
01,1350,Ain,Cressin-Rochefort
01,1290,Ain,Crottet
01,1170,Ain,Crozet
01,1290,Ain,Cruzilles-lès-Mépillat
01,1350,Ain,Culoz-Béon
01,1560,Ain,Curciat-Dongalon
01,1310,Ain,Curtafond
01,1300,Ain,Cuzieu
01,1120,Ain,Dagneux
01,1220,Ain,Divonne-les-Bains
01,1240,Ain,Dompierre-sur-Veyle
01,1400,Ain,Dompierre-sur-Chalaronne
01,1270,Ain,Domsure
01,1590,Ain,Dortan
01,1500,Ain,Douvres
01,1250,Ain,Drom
01,1160,Ain,Druillat
01,1130,Ain,Échallon
01,1170,Ain,Échenevex
01,1230,Ain,Évosges
01,1800,Ain,Faramans
01,1480,Ain,Fareins
01,1550,Ain,Farges
01,1570,Ain,Feillens
01,1210,Ain,Ferney-Voltaire
01,1350,Ain,Flaxieu
01,1340,Ain,Foissiat
01,1090,Ain,Francheleins
01,1480,Ain,Frans
01,1140,Ain,Garnerans
01,1090,Ain,Genouilleux
01,1460,Ain,Béard-Géovreissiat
01,1100,Ain,Géovreisset
01,1170,Ain,Gex
01,1130,Ain,Giron
01,1190,Ain,Gorrevod
01,1250,Ain,Grand-Corent
01,1290,Ain,Grièges
01,1220,Ain,Grilly
01,1100,Ain,Groissiat
01,1090,Ain,Guéreins
01,1250,Ain,Hautecourt-Romanèche
01,1110,Ain,Plateau d'Hauteville
01,1260,Ain,Haut Valromey
01,1140,Ain,Illiat
01,1200,Ain,Injoux-Génissiat
01,1680,Ain,Innimond
01,1430,Ain,Izenave
01,1580,Ain,Izernore
01,1300,Ain,Izieu
01,1480,Ain,Jassans-Riottier
01,1250,Ain,Jasseron
01,1340,Ain,Jayat
01,1250,Ain,Journans
01,1800,Ain,Joyeux
01,1640,Ain,Jujurieux
01,1450,Ain,Labalme
01,1150,Ain,Lagnieu
01,1290,Ain,Laiz
01,1130,Ain,Le Poizat-Lalleyriat
01,1430,Ain,Lantenay
01,1330,Ain,Lapeyrouse
01,1350,Ain,Lavours
01,1200,Ain,Léaz
01,1410,Ain,Lélex
01,1240,Ain,Lent
01,1560,Ain,Lescheroux
01,1150,Ain,Leyment
01,1450,Ain,Leyssard
01,1420,Ain,Surjoux-Lhopital
01,1680,Ain,Lhuis
01,1680,Ain,Lompnas
01,1360,Ain,Loyettes
01,1090,Ain,Lurcy
01,1300,Ain,Magnieu
01,1430,Ain,Maillat
01,1340,Ain,Malafretaz
01,1560,Ain,Mantenay-Montlin
01,1570,Ain,Manziat
01,1851,Ain,Marboz
01,1680,Ain,Marchamp
01,1300,Ain,Marignieu
01,1240,Ain,Marlieux
01,1340,Ain,Marsonnas
01,1100,Ain,Martignat
01,1600,Ain,Massieux
01,1300,Ain,Massignieu-de-Rives
01,1580,Ain,Matafelon-Granges
01,1370,Ain,Meillonnas
01,1450,Ain,Mérignat
01,1480,Ain,Messimy-sur-Saône
01,1800,Ain,Meximieux
01,1250,Ain,Bohas-Meyriat-Rignat
01,1660,Ain,Mézériat
01,1170,Ain,Mijoux
01,1390,Ain,Mionnay
01,1700,Ain,Miribel
01,1600,Ain,Misérieux
01,1140,Ain,Mogneneins
01,1250,Ain,Montagnat
01,1470,Ain,Montagnieu
01,1200,Ain,Montanges
01,1090,Ain,Montceaux
01,1310,Ain,Montcet
01,1800,Ain,Le Montellier
01,1390,Ain,Monthieux
01,1120,Ain,Montluel
01,1090,Ain,Montmerle-sur-Saône
01,1310,Ain,Montracol
01,1460,Ain,Montréal-la-Cluse
01,1340,Ain,Montrevel-en-Bresse
01,1460,Ain,Nurieux-Volognat
01,1300,Ain,Murs-et-Gélignieux
01,1130,Ain,Nantua
01,1400,Ain,Neuville-les-Dames
01,1160,Ain,Neuville-sur-Ain
01,1130,Ain,Les Neyrolles
01,1700,Ain,Neyron
01,1120,Ain,Niévroz
01,1230,Ain,Nivollet-Montgriffon
01,1230,Ain,Oncieu
01,1510,Ain,Ordonnaz
01,1210,Ain,Ornex
01,1430,Ain,Outriaz
01,1100,Ain,Oyonnax
01,1190,Ain,Ozan
01,1600,Ain,Parcieux
01,1300,Ain,Parves et Nattages
01,1630,Ain,Péron
01,1960,Ain,Péronnas
01,1800,Ain,Pérouges
01,1540,Ain,Perrex
01,1430,Ain,Peyriat
01,1300,Ain,Peyrieu
01,1140,Ain,Peyzieux-sur-Saône
01,1270,Ain,Pirajoux
01,1120,Ain,Pizay
01,1130,Ain,Plagne
01,1330,Ain,Le Plantay
01,1310,Ain,Polliat
01,1350,Ain,Pollieu
01,1450,Ain,Poncin
01,1160,Ain,Pont-d'Ain
01,1190,Ain,Pont-de-Vaux
01,1290,Ain,Pont-de-Veyle
01,1460,Ain,Port
01,1550,Ain,Pougny
01,1250,Ain,Pouillat
01,1300,Ain,Prémeyzel
01,1110,Ain,Prémillieu
01,1280,Ain,Prévessin-Moëns
01,1160,Ain,Priay
01,1250,Ain,Ramasse
01,1390,Ain,Rancé
01,1990,Ain,Relevant
01,1750,Ain,Replonges
01,1250,Ain,Revonnas
01,1600,Ain,Reyrieux
01,1190,Ain,Reyssouze
01,1800,Ain,Rignieux-le-Franc
01,1400,Ain,Romans
01,1510,Ain,Rossillon
01,1260,Ain,Ruffieu
01,1450,Ain,Saint-Alban
01,1380,Ain,Saint-André-de-Bâgé
01,1390,Ain,Saint-André-de-Corcy
01,1290,Ain,Saint-André-d'Huiriat
01,1240,Ain,Saint-André-le-Bouchoux
01,1960,Ain,Saint-André-sur-Vieux-Jonc
01,1190,Ain,Saint-Bénigne
01,1300,Ain,Groslée-Saint-Benoit
01,1600,Ain,Saint-Bernard
01,1120,Ain,Sainte-Croix
01,1380,Ain,Saint-Cyr-sur-Menthon
01,1000,Ain,Saint-Denis-lès-Bourg
01,1500,Ain,Saint-Denis-en-Bugey
01,1340,Ain,Saint-Didier-d'Aussiat
01,1600,Ain,Saint-Didier-de-Formans
01,1140,Ain,Saint-Didier-sur-Chalaronne
01,1800,Ain,Saint-Éloi
01,1370,Ain,Saint-Étienne-du-Bois
01,1140,Ain,Saint-Étienne-sur-Chalaronne
01,1190,Ain,Saint-Étienne-sur-Reyssouze
01,1600,Ain,Sainte-Euphémie
01,1630,Ain,Saint-Genis-Pouilly
01,1380,Ain,Saint-Genis-sur-Menthon
01,1400,Ain,Saint-Georges-sur-Renon
01,1130,Ain,Saint-Germain-de-Joux
01,1300,Ain,Saint-Germain-les-Paroisses
01,1240,Ain,Saint-Germain-sur-Renon
01,1630,Ain,Saint-Jean-de-Gonville
01,1800,Ain,Saint-Jean-de-Niost
01,1390,Ain,Saint-Jean-de-Thurigneux
01,1640,Ain,Saint-Jean-le-Vieux
01,1560,Ain,Saint-Jean-sur-Reyssouze
01,1290,Ain,Saint-Jean-sur-Veyle
01,1150,Ain,Sainte-Julie
01,1560,Ain,Saint-Julien-sur-Reyssouze
01,1540,Ain,Saint-Julien-sur-Veyle
01,1250,Ain,Saint-Just
01,1750,Ain,Saint-Laurent-sur-Saône
01,1390,Ain,Saint-Marcel
01,1510,Ain,Saint-Martin-de-Bavel
01,1430,Ain,Saint-Martin-du-Frêne
01,1160,Ain,Saint-Martin-du-Mont
01,1310,Ain,Saint-Martin-le-Châtel
01,1700,Ain,Saint-Maurice-de-Beynost
01,1800,Ain,Saint-Maurice-de-Gourdans
01,1500,Ain,Saint-Maurice-de-Rémens
01,1560,Ain,Saint-Nizier-le-Bouchoux
01,1320,Ain,Saint-Nizier-le-Désert
01,1330,Ain,Sainte-Olive
01,1240,Ain,Saint-Paul-de-Varax
01,1230,Ain,Saint-Rambert-en-Bugey
01,1310,Ain,Saint-Rémy
01,1150,Ain,Saint-Sorlin-en-Bugey
01,1340,Ain,Saint-Sulpice
01,1560,Ain,Saint-Trivier-de-Courtes
01,1990,Ain,Saint-Trivier-sur-Moignans
01,1150,Ain,Saint-Vulbas
01,1270,Ain,Salavre
01,1580,Ain,Samognat
01,1400,Ain,Sandrans
01,1150,Ain,Sault-Brénaz
01,1220,Ain,Sauverny
01,1480,Ain,Savigneux
01,1170,Ain,Ségny
01,1470,Ain,Seillonnaz
01,1630,Ain,Sergy
01,1190,Ain,Sermoyer
01,1470,Ain,Serrières-de-Briord
01,1450,Ain,Serrières-sur-Ain
01,1960,Ain,Servas
01,1560,Ain,Servignat
01,1420,Ain,Seyssel
01,1250,Ain,Simandre-sur-Suran
01,1580,Ain,Sonthonnax-la-Montagne
01,1150,Ain,Souclin
01,1400,Ain,Sulignat
01,1510,Ain,Talissieu
01,1230,Ain,Tenay
01,1120,Ain,Thil
01,1710,Ain,Thoiry
01,1140,Ain,Thoissey
01,1230,Ain,Torcieu
01,1250,Ain,Tossiat
01,1600,Ain,Toussieux
01,1390,Ain,Tramoyes
01,1160,Ain,La Tranclière
01,1370,Ain,Val-Revermont
01,1600,Ain,Trévoux
01,1140,Ain,Valeins
01,1660,Ain,Vandeins
01,1160,Ain,Varambon
01,1150,Ain,Vaux-en-Bugey
01,1270,Ain,Verjon
01,1560,Ain,Vernoux
01,1330,Ain,Versailleux
01,1210,Ain,Versonnex
01,1170,Ain,Vesancy
01,1560,Ain,Vescours
01,1570,Ain,Vésines
01,1430,Ain,Vieu-d'Izenave
01,1330,Ain,Villars-les-Dombes
01,1150,Ain,Villebois
01,1270,Ain,Villemotier
01,1480,Ain,Villeneuve
01,1250,Ain,Villereversure
01,1200,Ain,Villes
01,1320,Ain,Villette-sur-Ain
01,1800,Ain,Villieu-Loyes-Mollon
01,1440,Ain,Viriat
01,1510,Ain,Virieu-le-Grand
01,1260,Ain,Arvière-en-Valromey
01,1300,Ain,Virignin
01,1350,Ain,Vongnes
01,1540,Ain,Vonnas
02,2300,Aisne,Abbécourt
02,2800,Aisne,Achery
02,2200,Aisne,Acy
02,2340,Aisne,Agnicourt-et-Séchelles
02,2190,Aisne,Aguilcourt
02,2110,Aisne,Aisonville-et-Bernoville
02,2820,Aisne,Aizelles
02,2370,Aisne,Aizy-Jouy
02,2240,Aisne,Alaincourt
02,2320,Aisne,Allemant
02,2290,Aisne,Ambleny
02,2200,Aisne,Ambrief
02,2190,Aisne,Amifontaine
02,2700,Aisne,Amigny-Rouy
02,2600,Aisne,Ancienville
02,2800,Aisne,Andelain
02,2800,Aisne,Anguilcourt-le-Sart
02,2320,Aisne,Anizy-le-Grand
02,2480,Aisne,Annois
02,2500,Aisne,Any-Martin-Rieux
02,2360,Aisne,Archon
02,2130,Aisne,Arcy-Sainte-Restitue
02,2210,Aisne,Armentières-sur-Ourcq
02,2860,Aisne,Arrancy
02,2480,Aisne,Artemps
02,2270,Aisne,Assis-sur-Serre
02,2840,Aisne,Athies-sous-Laon
02,2490,Aisne,Attilly
02,2420,Aisne,Aubencheul-aux-Bois
02,2500,Aisne,Aubenton
02,2590,Aisne,Aubigny-aux-Kaisnes
02,2820,Aisne,Aubigny-en-Laonnois
02,2300,Aisne,Audignicourt
02,2120,Aisne,Audigny
02,2220,Aisne,Augy
02,2000,Aisne,Aulnois-sous-Laon
02,2360,Aisne,Les Autels
02,2250,Aisne,Autremencourt
02,2580,Aisne,Autreppes
02,2300,Aisne,Autreville
02,2400,Aisne,Azy-sur-Marne
02,2290,Aisne,Bagneux
02,2140,Aisne,Bancigny
02,2000,Aisne,Barenton-Bugny
02,2000,Aisne,Barenton-Cel
02,2270,Aisne,Barenton-sur-Serre
02,2700,Aisne,Barisis-aux-Bois
02,2170,Aisne,Barzy-en-Thiérache
02,2850,Aisne,Barzy-sur-Marne
02,2380,Aisne,Bassoles-Aulers
02,2330,Aisne,Vallées en Champagne
02,2220,Aisne,Bazoches-et-Saint-Thibaut
02,2500,Aisne,Beaumé
02,2300,Aisne,Beaumont-en-Beine
02,2110,Aisne,Beaurevoir
02,2160,Aisne,Beaurieux
02,2800,Aisne,Beautor
02,2590,Aisne,Beauvois-en-Vermandois
02,2110,Aisne,Becquigny
02,2400,Aisne,Belleau
02,2420,Aisne,Bellenglise
02,2200,Aisne,Belleu
02,2420,Aisne,Bellicourt
02,2440,Aisne,Benay
02,2450,Aisne,Bergues-sur-Sambre
02,2250,Aisne,Berlancourt
02,2340,Aisne,Berlise
02,2120,Aisne,Bernot
02,2290,Aisne,Berny-Rivière
02,2820,Aisne,Berrieux
02,2190,Aisne,Berry-au-Bac
02,2800,Aisne,Bertaucourt-Epourdon
02,2240,Aisne,Berthenicourt
02,2190,Aisne,Bertricourt
02,2300,Aisne,Besmé
02,2500,Aisne,Besmont
02,2870,Aisne,Besny-et-Loizy
02,2300,Aisne,Béthancourt-en-Vaux
02,2210,Aisne,Beugneux
02,2130,Aisne,Beuvardes
02,2310,Aisne,Bézu-le-Guéry
02,2400,Aisne,Bézu-Saint-Germain
02,2300,Aisne,Bichancourt
02,2290,Aisne,Bieuxy
02,2860,Aisne,Bièvres
02,2200,Aisne,Billy-sur-Aisne
02,2210,Aisne,Billy-sur-Ourcq
02,2160,Aisne,Blanzy-lès-Fismes
02,2300,Aisne,Blérancourt
02,2400,Aisne,Blesmes
02,2110,Aisne,Bohain-en-Vermandois
02,2270,Aisne,Bois-lès-Pargny
02,2350,Aisne,Boncourt
02,2400,Aisne,Bonneil
02,2400,Aisne,Bonnesvalyn
02,2420,Aisne,Bony
02,2250,Aisne,Bosmont-sur-Serre
02,2860,Aisne,Bouconville-Vauclair
02,2450,Aisne,Boué
02,2160,Aisne,Bouffignereux
02,2400,Aisne,Bouresches
02,2160,Aisne,Bourg-et-Comin
02,2300,Aisne,Bourguignon-sous-Coucy
02,2000,Aisne,Bourguignon-sous-Montbavin
02,2140,Aisne,La Bouteille
02,2220,Aisne,Braine
02,2320,Aisne,Brancourt-en-Laonnois
02,2110,Aisne,Brancourt-le-Grand
02,2400,Aisne,Brasles
02,2000,Aisne,Braye-en-Laonnois
02,2140,Aisne,Braye-en-Thiérache
02,2480,Aisne,Bray-Saint-Christophe
02,2880,Aisne,Braye
02,2210,Aisne,Brécy
02,2220,Aisne,Brenelle
02,2210,Aisne,Breny
02,2870,Aisne,Brie
02,2240,Aisne,Brissay-Choigny
02,2240,Aisne,Brissy-Hamégicourt
02,2810,Aisne,Brumetz
02,2360,Aisne,Brunehamel
02,2130,Aisne,Bruyères-sur-Fère
02,2860,Aisne,Bruyères-et-Montbérault
02,2220,Aisne,Bruys
02,2500,Aisne,Bucilly
02,2880,Aisne,Bucy-le-Long
02,2870,Aisne,Bucy-lès-Cerny
02,2350,Aisne,Bucy-lès-Pierrepont
02,2500,Aisne,Buire
02,2620,Aisne,Buironfosse
02,2140,Aisne,Burelles
02,2810,Aisne,Bussiares
02,2200,Aisne,Buzancy
02,2300,Aisne,Caillouël-Crépigny
02,2300,Aisne,Camelin
02,2260,Aisne,La Capelle
02,2680,Aisne,Castres
02,2420,Aisne,Le Catelet
02,2490,Aisne,Caulaincourt
02,2300,Aisne,Caumont
02,2330,Aisne,Celles-lès-Condé
02,2370,Aisne,Celles-sur-Aisne
02,2240,Aisne,Cerizy
02,2860,Aisne,Cerny-en-Laonnois
02,2870,Aisne,Cerny-lès-Bucy
02,2220,Aisne,Cerseuil
02,2320,Aisne,Cessières-Suzy
02,2200,Aisne,Chacrise
02,2000,Aisne,Chaillevois
02,2270,Aisne,Chalandry
02,2000,Aisne,Chambry
02,2860,Aisne,Chamouille
02,2670,Aisne,Champs
02,2340,Aisne,Chaourse
02,2570,Aisne,La Chapelle-sur-Chézy
02,2310,Aisne,Charly-sur-Marne
02,2850,Aisne,Le Charmel
02,2800,Aisne,Charmes
02,2400,Aisne,Chartèves
02,2370,Aisne,Chassemy
02,2400,Aisne,Château-Thierry
02,2270,Aisne,Châtillon-lès-Sons
02,2240,Aisne,Châtillon-sur-Oise
02,2160,Aisne,Chaudardes
02,2200,Aisne,Chaudun
02,2300,Aisne,Chauny
02,2000,Aisne,Chavignon
02,2880,Aisne,Chavigny
02,2370,Aisne,Chavonne
02,2860,Aisne,Chérêt
02,2860,Aisne,Chermizy-Ailles
02,2220,Aisne,Chéry-Chartreuve
02,2000,Aisne,Chéry-lès-Pouilly
02,2360,Aisne,Chéry-lès-Rozoy
02,2250,Aisne,Chevennes
02,2000,Aisne,Chevregny
02,2270,Aisne,Chevresis-Monceau
02,2810,Aisne,Chézy-en-Orxois
02,2570,Aisne,Chézy-sur-Marne
02,2400,Aisne,Chierry
02,2120,Aisne,Chigny
02,2350,Aisne,Chivres-en-Laonnois
02,2880,Aisne,Chivres-Val
02,2000,Aisne,Chivy-lès-Étouvelles
02,2210,Aisne,Chouy
02,2130,Aisne,Cierges
02,2250,Aisne,Cilly
02,2220,Aisne,Ciry-Salsogne
02,2000,Aisne,Clacy-et-Thierret
02,2260,Aisne,Clairfontaine
02,2880,Aisne,Clamecy
02,2440,Aisne,Clastres
02,2340,Aisne,Clermont-les-Fermes
02,2600,Aisne,Cœuvres-et-Valsery
02,2210,Aisne,Coincy
02,2360,Aisne,Coingt
02,2860,Aisne,Colligis-Crandelain
02,2120,Aisne,Colonfay
02,2300,Aisne,Commenchon
02,2160,Aisne,Concevreux
02,2330,Aisne,Condé-en-Brie
02,2370,Aisne,Condé-sur-Aisne
02,2190,Aisne,Condé-sur-Suippe
02,2700,Aisne,Condren
02,2330,Aisne,Connigis
02,2680,Aisne,Contescourt
02,2820,Aisne,Corbeny
02,2600,Aisne,Corcy
02,2380,Aisne,Coucy-le-Château-Auffrique
02,2840,Aisne,Coucy-lès-Eppes
02,2380,Aisne,Coucy-la-Ville
02,2130,Aisne,Coulonges-Cohan
02,2310,Aisne,Coupru
02,2800,Aisne,Courbes
02,2330,Aisne,Courboin
02,2220,Aisne,Courcelles-sur-Vesle
02,2810,Aisne,Courchamps
02,2200,Aisne,Courmelles
02,2130,Aisne,Courmont
02,2850,Aisne,Courtemont-Varennes
02,2820,Aisne,Courtrizy-et-Fussigny
02,2220,Aisne,Couvrelles
02,2270,Aisne,Couvron-et-Aumencourt
02,2600,Aisne,Coyolles
02,2130,Aisne,Cramaille
02,2160,Aisne,Craonne
02,2160,Aisne,Craonnelle
02,2380,Aisne,Crécy-au-Mont
02,2270,Aisne,Crécy-sur-Serre
02,2870,Aisne,Crépy
02,2650,Aisne,Crézancy
02,2110,Aisne,Croix-Fonsomme
02,2210,Aisne,La Croix-sur-Ourcq
02,2310,Aisne,Crouttes-sur-Marne
02,2880,Aisne,Crouy
02,2120,Aisne,Crupilly
02,2880,Aisne,Cuffies
02,2480,Aisne,Cugny
02,2350,Aisne,Cuirieux
02,2220,Aisne,Cuiry-Housse
02,2160,Aisne,Cuiry-lès-Chaudardes
02,2360,Aisne,Cuiry-lès-Iviers
02,2160,Aisne,Cuissy-et-Geny
02,2200,Aisne,Cuisy-en-Almont
02,2600,Aisne,Cutry
02,2220,Aisne,Cys-la-Commune
02,2140,Aisne,Dagny-Lambercy
02,2680,Aisne,Dallon
02,2470,Aisne,Dammard
02,2600,Aisne,Dampleux
02,2800,Aisne,Danizy
02,2270,Aisne,Dercy
02,2700,Aisne,Deuillet
02,2220,Aisne,Dhuizel
02,2340,Aisne,Dizy-le-Gros
02,2360,Aisne,Dohis
02,2360,Aisne,Dolignon
02,2600,Aisne,Dommiers
02,2310,Aisne,Domptin
02,2450,Aisne,Dorengt
02,2590,Aisne,Douchy
02,2130,Aisne,Dravegny
02,2210,Aisne,Droizy
02,2480,Aisne,Dury
02,2350,Aisne,Ébouleau
02,2500,Aisne,Effry
02,2260,Aisne,Englancourt
02,2290,Aisne,Épagny
02,2500,Aisne,Éparcy
02,2400,Aisne,Épaux-Bézu
02,2400,Aisne,Épieds
02,2540,Aisne,L'Épine-aux-Bois
02,2840,Aisne,Eppes
02,2250,Aisne,Erlon
02,2260,Aisne,Erloy
02,2170,Aisne,Esquéhéries
02,2690,Aisne,Essigny-le-Grand
02,2100,Aisne,Essigny-le-Petit
02,2570,Aisne,Essises
02,2400,Aisne,Essômes-sur-Marne
02,2420,Aisne,Estrées
02,2400,Aisne,Étampes-sur-Marne
02,2110,Aisne,Étaves-et-Bocquiaux
02,2000,Aisne,Étouvelles
02,2580,Aisne,Étréaupont
02,2590,Aisne,Étreillers
02,2400,Aisne,Étrépilly
02,2510,Aisne,Étreux
02,2190,Aisne,Évergnicourt
02,2600,Aisne,Faverolles
02,2100,Aisne,Fayet
02,2800,Aisne,La Fère
02,2130,Aisne,Fère-en-Tardenois
02,2270,Aisne,La Ferté-Chevresis
02,2460,Aisne,La Ferté-Milon
02,2450,Aisne,Fesmy-le-Sart
02,2840,Aisne,Festieux
02,2110,Aisne,Fieulaine
02,2000,Aisne,Filain
02,2260,Aisne,La Flamengrie
02,2120,Aisne,Flavigny-le-Grand-et-Beaurain
02,2520,Aisne,Flavy-le-Martel
02,2600,Aisne,Fleury
02,2590,Aisne,Fluquières
02,2670,Aisne,Folembray
02,2110,Aisne,Fonsomme
02,2680,Aisne,Fontaine-lès-Clercs
02,2140,Aisne,Fontaine-lès-Vervins
02,2110,Aisne,Fontaine-Notre-Dame
02,2110,Aisne,Fontaine-Uterte
02,2170,Aisne,Fontenelle
02,2290,Aisne,Fontenoy
02,2590,Aisne,Foreste
02,2650,Aisne,Fossoy
02,2870,Aisne,Fourdrain
02,2760,Aisne,Francilly-Selency
02,2140,Aisne,Franqueville
02,2130,Aisne,Fresnes-en-Tardenois
02,2380,Aisne,Fresnes-sous-Coucy
02,2230,Aisne,Fresnoy-le-Grand
02,2800,Aisne,Fressancourt
02,2700,Aisne,Frières-Faillouël
02,2260,Aisne,Froidestrées
02,2270,Aisne,Froidmont-Cohartille
02,2810,Aisne,Gandelu
02,2430,Aisne,Gauchy
02,2140,Aisne,Gercy
02,2260,Aisne,Gergny
02,2590,Aisne,Germaine
02,2440,Aisne,Gibercourt
02,2350,Aisne,Gizy
02,2400,Aisne,Gland
02,2820,Aisne,Goudelancourt-lès-Berrieux
02,2350,Aisne,Goudelancourt-lès-Pierrepont
02,2130,Aisne,Goussancourt
02,2420,Aisne,Gouy
02,2350,Aisne,Grandlup-et-Fay
02,2360,Aisne,Grandrieux
02,2100,Aisne,Gricourt
02,2210,Aisne,Grisolles
02,2140,Aisne,Gronard
02,2110,Aisne,Grougis
02,2680,Aisne,Grugies
02,2190,Aisne,Villeneuve-sur-Aisne
02,2120,Aisne,Guise
02,2300,Aisne,Guivry
02,2300,Aisne,Guny
02,2160,Aisne,Guyencourt
02,2510,Aisne,Hannapes
02,2480,Aisne,Happencourt
02,2600,Aisne,Haramont
02,2140,Aisne,Harcigny
02,2420,Aisne,Hargicourt
02,2100,Aisne,Harly
02,2210,Aisne,Hartennes-et-Taux
02,2140,Aisne,Hary
02,2420,Aisne,Lehaucourt
02,2810,Aisne,Hautevesnes
02,2120,Aisne,Hauteville
02,2140,Aisne,Haution
02,2500,Aisne,La Hérie
02,2120,Aisne,Le Hérie-la-Viéville
02,2440,Aisne,Hinacourt
02,2500,Aisne,Hirson
02,2760,Aisne,Holnon
02,2720,Aisne,Homblières
02,2140,Aisne,Houry
02,2250,Aisne,Housset
02,2510,Aisne,Iron
02,2240,Aisne,Itancourt
02,2360,Aisne,Iviers
02,2850,Aisne,Jaulgonne
02,2490,Aisne,Jeancourt
02,2140,Aisne,Jeantes
02,2420,Aisne,Joncourt
02,2220,Aisne,Jouaignes
02,2380,Aisne,Jumencourt
02,2160,Aisne,Jumigny
02,2480,Aisne,Jussy
02,2880,Aisne,Juvigny
02,2190,Aisne,Juvincourt-et-Damary
02,2880,Aisne,Laffaux
02,2140,Aisne,Laigny
02,2590,Aisne,Lanchy
02,2120,Aisne,Landifay-et-Bertaignemont
02,2140,Aisne,Landouzy-la-Cour
02,2140,Aisne,Landouzy-la-Ville
02,2380,Aisne,Landricourt
02,2000,Aisne,Laniscourt
02,2000,Aisne,Laon
02,2150,Aisne,Lappion
02,2600,Aisne,Largny-sur-Automne
02,2210,Aisne,Latilly
02,2210,Aisne,Launoy
02,2860,Aisne,Laval-en-Laonnois
02,2450,Aisne,Lavaqueresse
02,2600,Aisne,Laversine
02,2140,Aisne,Lemé
